Date,Close,Sentiment,NextDay_PctChange
2024-11-08,226.15716552734375,0.0,-0.012028591561573432
2024-11-11,223.4368133544922,0.0,0.0
2024-11-12,223.4368133544922,0.0,0.003969089994608321
2024-11-13,224.3236541748047,0.0,0.01377050629962362
2024-11-14,227.41270446777344,0.0,-0.014109162954561882
2024-11-15,224.2041015625,0.0,0.01342218023825592
2024-11-18,227.21340942382812,0.0,0.001140245112069671
2024-11-19,227.4724884033203,0.0,0.003154020989376116
2024-11-20,228.18994140625,0.0,-0.0020960027432259665
2024-11-21,227.71165466308594,0.0,0.0059075362029243905
2024-11-22,229.05686950683594,0.0,0.013050819603222186
2024-11-25,232.04624938964844,0.0,0.009404445196126154
2024-11-26,234.228515625,0.0,-0.0005531451949134514
2024-11-27,234.0989532470703,0.0,0.01021587339619856
2024-11-29,236.490478515625,0.0,0.00952251294307116
2024-12-02,238.74246215820312,0.0,0.012771897836577395
2024-12-03,241.79165649414062,0.0,0.0014836497506194313
2024-12-04,242.150390625,0.0,0.00012338080028384546
2024-12-05,242.18026733398438,0.0,-0.0008229202409396619
2024-12-06,241.98097229003906,0.0,0.01610118003224148
2024-12-09,245.8771514892578,0.0,0.004133784664764217
2024-12-10,246.8935546875,0.0,-0.005166060007357087
2024-12-11,245.6180877685547,0.0,0.005963659794566922
2024-12-12,247.08287048339844,0.0,0.0006856123851906037
2024-12-13,247.2522735595703,0.0,0.011727714118647148
2024-12-16,250.1519775390625,0.0,0.009719555250836232
2024-12-17,252.58334350585938,0.0,-0.021421768297346322
2024-12-18,247.1725616455078,0.0,0.007014698277349574
2024-12-19,248.90640258789062,0.0,0.01881582827223327
2024-12-20,253.58978271484375,0.0,0.0030649379093894424
2024-12-23,254.3670196533203,0.0,0.01147814869854269
2024-12-24,257.28668212890625,0.0,0.003175629272296643
2024-12-26,258.1037292480469,0.0,-0.013242202847801088
2024-12-27,254.6858673095703,0.0,-0.01326336148267826
2024-12-30,251.30787658691406,0.0,-0.007057864335583752
2024-12-31,249.5341796875,0.0,-0.026235957722005487
2025-01-02,242.98741149902344,0.0,-0.0020093663676228335
2025-01-03,242.49916076660156,0.0,0.006738933800222391
2025-01-06,244.1333465576172,0.0,-0.011387714496238432
2025-01-07,241.3532257080078,0.0,0.0020230348684115995
2025-01-08,241.84149169921875,0.0,-0.024103804048677402
2025-01-10,236.01219177246094,0.0,-0.010344148734474867
2025-01-13,233.5708465576172,0.0,-0.00477817804434344
2025-01-14,232.45480346679688,0.0,0.019675915137548072
2025-01-15,237.028564453125,0.0,-0.04040021104804048
